"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPLP0P3",-0.237313233574786,1.5882121027324,-1.39397153789577,0.163941541515389,0.204820118261408,-6.45415433822742
"MORN2",-0.237814767194647,7.90923924651741,-1.39380858900826,0.163990728417777,0.204869435904329,-6.4543802501039
"XRCC4",-0.277711338674898,8.12959331473168,-1.39335005505154,0.164129198935977,0.205030280845404,-6.45501581965805
"NSA2P7",0.246008842439409,2.36445417739273,1.39308794748151,0.164208391246896,0.205117060754546,-6.45537903125614
"CRTC3-AS1",-0.238758743726166,2.49997053033349,-1.39194745654917,0.16455331154019,0.205535738608998,-6.45695865990572
"PDIA3",-0.247188727837413,14.0476595462173,-1.39160109316795,0.164658170972621,0.205654535999554,-6.45743813383976
"DDOST",-0.180354217161817,13.4242970322129,-1.39107007110174,0.164819032701904,0.205843260853402,-6.45817300252384
"AHSA2P",0.287195076309002,9.68973641198343,1.39073572470452,0.164920376630156,0.205957635701646,-6.45863555368868
"HMGN1P4",-0.225097353982327,1.28263603620192,-1.39046136582824,0.165003572849032,0.206049334932363,-6.459015032766
"HSPA6",0.345481979241506,6.61463554172209,1.39040816305627,0.165019709654219,0.206057287364357,-6.45908861150169
"MLLT6",-0.252909193394458,12.5334092381756,-1.39016306497742,0.165094065154182,0.206137931239631,-6.45942754284803
"NEK4",-0.233860678121584,9.36990251200036,-1.3896626274113,0.165245961640051,0.206303483457202,-6.46011938364319
"CRCP",-0.214879029051154,10.7142133032489,-1.389661793407,0.16524621487119,0.206303483457202,-6.46012053642428
"CCL25",0.58947997869693,2.73030488579841,1.38955113913954,0.165279815744559,0.206333220886295,-6.46027347936053
"AP4M1",-0.196880167323368,9.74692493901511,-1.38927972329856,0.165362254734065,0.206423920071036,-6.46064857083863
"RGS17P1",-0.292130457822283,2.6837884093673,-1.38906920802867,0.165426217346463,0.206491545577034,-6.46093944882894
"ATP1B1P1",0.220999840470955,1.39924952923321,1.38872694767842,0.165530249025029,0.206600895457458,-6.46141227128618
"FAHD2CP",-0.264723351836237,6.10257147221918,-1.3887165532894,0.165533409221887,0.206600895457458,-6.46142662901528
"WDR5B",0.229301028106923,8.08070780976734,1.38818658282792,0.165694596022425,0.206789836025146,-6.46215853381989
"HCFC1",-0.215746514777496,12.1241062383113,-1.3878691192551,0.165791207049503,0.206898167278129,-6.46259682758602
"JUN",-0.253030662592266,13.081707419961,-1.38781860337885,0.16580658404153,0.206905116172033,-6.46266656119688
"FXR1",-0.230387464250079,11.265869714559,-1.38766696113779,0.165852750281283,0.206950482959679,-6.4628758775058
"ZSCAN12P1",-0.266226333940673,4.94650302316236,-1.38748378190805,0.1659085306323,0.207007840125265,-6.46312869499196
"RPL12P4",0.31544112858212,4.82850111886797,1.38714109968817,0.166012919630201,0.207125056571162,-6.46360156392196
"TATDN2P2",-0.31703256000564,5.19048084744314,-1.38711092725036,0.166022113231498,0.207125056571162,-6.4636431934695
"SPATC1",-0.303260688276562,2.44844997812737,-1.38699268752051,0.166058144812123,0.207157756618778,-6.46380632265298
"LINC01342",0.317586828024632,4.13043861150628,1.38660997857409,0.166174809411931,0.20729103664904,-6.46433423159165
"BRCC3",-0.240171268022888,10.5919268207094,-1.38610958087566,0.166327443380738,0.207469167445644,-6.46502426236768
"PDIA5",-0.203792729291418,10.4006664807404,-1.38514109008347,0.166623157920158,0.207825738716167,-6.46635907490024
"CEP19",-0.26525567770829,5.68521888457529,-1.38471690499269,0.16675280141696,0.207975142972232,-6.46694341210317
"EXOSC10-AS1",0.224933890265813,3.60147407551352,1.38432335428235,0.166873150136628,0.208112937742818,-6.4674853900072
"OLFM4",-0.781335672211961,13.5715183835023,-1.38409640082501,0.166942582790772,0.208187220892021,-6.467797869193
"CHAMP1",-0.251945948806194,9.99428141023187,-1.38378733846936,0.167037170320105,0.20829286301326,-6.46822331764386
"DFFBP1",-0.271827687958784,2.00880582671184,-1.38371747281207,0.167058558074092,0.208307219011343,-6.46831948010685
"RAD21",-0.254514676051372,12.9343980328571,-1.38287591654739,0.167316343239227,0.208616322513788,-6.46947741202312
"CCDC191",-0.275748806427228,7.44967319709233,-1.38282471926674,0.167332035636083,0.208623556930524,-6.4695478339107
"PGAP2",-0.183677111634308,10.1163827969354,-1.38212108491895,0.167547817852973,0.20888024053136,-6.47051542119661
"ALG1L15P",0.238015508108632,1.84626741638116,1.38207541829577,0.167561829591175,0.208885363358917,-6.47057820175943
"SLC16A8",0.322445105172871,3.58932950242248,1.38203212431599,0.16757511415426,0.208889579125987,-6.4706377186104
"B3GNT9",-0.222142475719314,8.02719384687697,-1.38172413564247,0.167669641995299,0.208995061646803,-6.47106106162905
"LINC00943",-0.322610095021846,1.77748455084126,-1.38148397624298,0.167743379553667,0.209074618784273,-6.47139110556329
"STEAP3-AS1",-0.255320821915518,2.53303171316003,-1.38129356708519,0.167801859360415,0.209135150448957,-6.47165273875177
"SIL1",-0.182369888488475,10.7971012857499,-1.38123865776294,0.167818726352095,0.209143815057964,-6.47172818068574
"BNIP5",0.30600668957706,9.67619440297037,1.38116885271773,0.16784017084094,0.209158183004596,-6.47182408410346
"P3H4",0.223476549205198,9.99063757252945,1.38079077520673,0.167956354168901,0.209290603428568,-6.47234343182511
"RPS4X",0.204526369052743,15.9372390148573,1.38056785465378,0.168024886098314,0.209363633254051,-6.47264958142858
"RN7SL535P",0.255917264661769,1.76770559154294,1.38011284976399,0.168164832512012,0.209525633609473,-6.47327431353648
"LSP1P4",-0.315192084621268,6.47135562182451,-1.37969097469487,0.168294667544655,0.209664686476531,-6.47385337504989
"ZCRB1P1",0.234327230735064,2.11009952382272,1.37968562273348,0.168296315133243,0.209664686476531,-6.47386071997008
"RPL15P18",0.279522184376701,2.32258984409519,1.37912273585968,0.168469666332174,0.209868253800914,-6.4746330563055
"POLR1F",0.242416137683563,9.90918528875426,1.37821102467831,0.168750729413618,0.210205969425467,-6.47588335042032
"LINC01353",-0.24164907784954,2.19442435035265,-1.37786648535569,0.168857036114109,0.210325971053499,-6.47635562795195
"ITPR2-AS1",-0.292162456109343,3.20497586454194,-1.37727272320306,0.169040358113959,0.210541882029751,-6.47716925286174
"ZCCHC7",0.243656797117808,9.70651725270739,1.37679847095896,0.169186889385753,0.210711946903411,-6.47781886481027
"METTL23",-0.203440011791317,9.28575883395787,-1.37608428704075,0.169407733411188,0.210974538232117,-6.47879670670742
"RN7SL574P",-0.227977200480001,1.39940829802989,-1.37574040802691,0.169514146948216,0.211094599192731,-6.47926735723736
"PTMAP2",-0.366403210224841,5.61431026209601,-1.37569740933137,0.169527456451934,0.211098711121434,-6.47932619925525
"ITGB4",-0.253249388271731,13.7139573613212,-1.37489340536221,0.169776466760732,0.211396304223533,-6.4804261108025
"N4BP2L2",-0.266590663014654,10.9916297320644,-1.37483132528999,0.169795705184599,0.211407779787742,-6.48051101243507
"ZNF37A",-0.273051251473191,9.14009967461912,-1.37449322948691,0.169900508810767,0.211525782497451,-6.48097333051052
"MRPL24",-0.195673249226296,10.9007498332055,-1.37405014458214,0.17003793079895,0.211684378675228,-6.48157904164757
"FAM111A-DT",0.222826911809569,6.88962463868401,1.37398680158803,0.170057583339718,0.21169635072104,-6.48166561769715
"HCN1",0.484677169710746,3.53606358038103,1.37307307481607,0.170341262504785,0.212036975762772,-6.48291404208461
"7SK",0.437862418162465,3.69308721430236,1.37248513958841,0.17052398311656,0.212251897082712,-6.48371690183751
"UROS",-0.179043853004533,10.0588716828879,-1.37217268478749,0.170621148852436,0.212360308820703,-6.48414343816513
"LINC02985",0.353420938488468,5.54972487547812,1.37161921690485,0.170793365813175,0.212562113308344,-6.48489874816418
"CFL1P1",-0.268806872535965,3.34823182565273,-1.37156542602792,0.170810110332487,0.212570411053303,-6.48497213970811
"LRRC8B",-0.263631369088417,9.56591196372305,-1.37085761775141,0.171030558305818,0.212832198507635,-6.4859375976208
"TCF12",-0.27701293069943,11.2521596904068,-1.37057482817284,0.171118693274852,0.21292931311584,-6.48632318728277
"RPL31P38",0.253628164279437,1.8203123661259,1.37040721773976,0.171170947296285,0.212980128135894,-6.48655169043944
"LUC7L2",-0.215953077452841,10.1853577765144,-1.37037907013899,0.171179723732622,0.212980128135894,-6.48659006131883
"SEC61A1",-0.188929116319077,13.6292679156344,-1.37029798571053,0.171205007787953,0.212999022959545,-6.48670059144091
"RAD9A",-0.203111810413743,9.22871361224565,-1.37010679230195,0.171264637548323,0.213060643102402,-6.48696119076182
"HMGN1P35",-0.209610844774728,1.21869521271983,-1.37005557241586,0.171280614751359,0.213067953503872,-6.4870309980617
"SLC25A26",-0.188788246022664,9.59379148015734,-1.36997578271722,0.171305506068523,0.213086351280187,-6.48713973784087
"RPLP1",-0.191567281628926,15.5888004922103,-1.36988148806726,0.171334925874499,0.213110379526899,-6.48726823729632
"MKLN1-AS",-0.250076554687421,6.57538318580345,-1.36984194697445,0.171347263772121,0.213113159316575,-6.48732211906534
"HAT1",-0.231972466309658,10.4359443021498,-1.36972903484881,0.171382499102412,0.213138349849558,-6.48747597341339
"VIRMA",-0.227360357687324,10.9416627317202,-1.36971228698297,0.171387725900645,0.213138349849558,-6.48749879302577
"CFL1P4",-0.248729855317659,1.3936290844972,-1.36952507354868,0.171446161005799,0.213198450760852,-6.4877538596912
"NAMPTP1",-0.371135368839445,6.65236937833092,-1.36891731599501,0.171635964051769,0.213421894936809,-6.48858165305703
"RPS3AP36",-0.267303153609476,2.29444346382493,-1.36871844385589,0.171698106181194,0.213486581301863,-6.48885244674112
"WASH8P",-0.285564349057335,8.11363853415627,-1.3682492047674,0.171844797559714,0.213656380981056,-6.48949123004479
"ZNF33B",-0.241368829971336,9.98336339223601,-1.36807621007486,0.171898902096017,0.213711053268898,-6.48972667586853
"GPHN",-0.242025851504986,9.87678874601922,-1.36795647123009,0.171936358215169,0.21374502240634,-6.48988962316455
"ATP5PDP4",-0.279930674311927,3.4424817496669,-1.36770578675263,0.172014795941972,0.213829931380751,-6.49023072273532
"MRPL55",0.181508104996032,9.91402050251604,1.36740435190976,0.172109148721608,0.213934613030854,-6.49064079478889
"ARFRP1",-0.221015362971507,10.7876201452388,-1.36731887404885,0.172135911400539,0.213955271644745,-6.49075706256989
"OSBPL8",-0.289917112382762,10.4603332805118,-1.3672508837214,0.172157201052372,0.213969125559671,-6.49084953849398
"ENO2",-0.295841451376191,9.48669478908412,-1.366687707189,0.172333623170303,0.214175776065185,-6.49161535829246
"SNRPE",0.237799166414758,10.6314506425362,1.36496924258598,0.172872792198931,0.214833196573834,-6.49395022839653
"FBXO44",0.255289183656737,8.38806709226287,1.36467715791578,0.172964559535334,0.214934575483849,-6.49434679259233
"COMMD6",-0.232648672379753,11.2519392059605,-1.36389880985934,0.173209279754886,0.215225998300516,-6.49540314663913
"RPL31P11",-0.22040484712581,1.41575329119791,-1.36319711891588,0.173430120638258,0.215487716601485,-6.49635495087636
"FAM209A",-0.235764055291026,1.69123857655089,-1.36312748654194,0.173452047312247,0.215502266816147,-6.49644937675184
"AGFG1",-0.201627120085755,11.3950508256868,-1.36274984605407,0.17357099945513,0.215637355704488,-6.49696139759407
"LINC00114",0.376525596996786,4.64229122548397,1.36251888609695,0.173643779145483,0.215715069334206,-6.49727447340983
"RDM1P5",0.264961054083467,2.75420567023953,1.36245613914514,0.173663555803288,0.215726932814001,-6.49735952041047
"FOXK1",0.202773982586647,11.3043186978379,1.36190181599979,0.173838341351034,0.215931337443099,-6.49811067919398
"SMNDC1",-0.240406687209743,10.0872823572539,-1.36113663448604,0.17407982989148,0.216218567492839,-6.49914707193379
"ST3GAL1",-0.325947985901569,9.49646183764843,-1.36092761499396,0.174145839373029,0.216287820050322,-6.49943007583572
"CROCCP2",-0.234255854877389,9.13694831397219,-1.3605838811126,0.174254433152335,0.216409950716241,-6.49989538373781
"NKTR",-0.284015670787543,10.5768202218946,-1.36007283065407,0.174415980004658,0.216597826575902,-6.50058697013957
"PHF11",-0.228891613631138,9.73089610761956,-1.35947453048137,0.174605249630007,0.216820105709976,-6.50139630076264
"ZSCAN2",-0.211820579046876,7.4380060320932,-1.35943953103378,0.174616326310729,0.216821096491553,-6.50144363415516
"OCIAD1-AS1",-0.259062873152307,1.90906557255266,-1.35797601170132,0.175079974370647,0.217369361247025,-6.50342182067412
"PRND",-0.43641133934077,3.1004481680979,-1.35797045725864,0.17508173579109,0.217369361247025,-6.50342932438576
"PRPF39",-0.246150039677485,9.32053896144067,-1.35794823085328,0.175088784343804,0.217369361247025,-6.50345935059235
"NEK6",0.198387492528578,11.2286827280969,1.35728457300478,0.175299344818475,0.217609984096166,-6.50435567781102
"EYA3",-0.209812310652989,9.96979540887077,-1.35727231421323,0.175303235979243,0.217609984096166,-6.50437223027599
"CD1A",0.350472561965103,3.88656591943675,1.35534773668886,0.175914933427489,0.218356455556047,-6.50696905546233
"RPL7AP43",-0.275256309481023,2.72383101928357,-1.35463309370177,0.176142477737531,0.218626032679934,-6.50793238922401
"TP53I13",-0.190899551906828,10.2240748278089,-1.3539900976816,0.176347397492573,0.218862709680065,-6.50879871231625
"ANTXR1",-0.370629608785622,11.1181192450952,-1.35396965723139,0.176353914688161,0.218862709680065,-6.50882624550123
"CCL3-AS1",-0.30519764498955,1.65634804630677,-1.35376944803161,0.176417758541645,0.218929062164811,-6.50909590448506
"ZNF317",-0.199332707798519,10.2362130939799,-1.35366730091061,0.176450338455414,0.218956611528825,-6.50923346976931
"LINC02298",-0.270591195787411,6.82559766022269,-1.35290390694433,0.176693966064401,0.219246030597793,-6.51026123421959
"CCDC163",-0.224573026325706,6.30702401523778,-1.35247000018269,0.176832553984454,0.219405087568265,-6.51084515041935
"PCDHB10",-0.322985979881458,5.59484964506866,-1.35203102848406,0.176972842270922,0.219566235434821,-6.51143569338471
"INTS6",-0.261314396674374,10.116281688469,-1.35142199598398,0.177167616964557,0.219794960433475,-6.51225470176842
"SPIRE1",-0.313204061010953,7.90408457154028,-1.35096282050923,0.177314571742821,0.219964336411613,-6.51287194476774
"PPM1G",0.189016812587484,12.5435840658632,1.35054861015093,0.177447213962471,0.220115938331335,-6.51342856511803
"ASPDH",-0.30706805320763,2.79822342895285,-1.35029956165758,0.17752700221319,0.220201963112138,-6.51376315760001
"ATRX",-0.292839903196791,10.738897215302,-1.3501930027671,0.177561148919223,0.220231367983894,-6.51390629897308
"ZNF574",-0.191905530151136,9.81821733523147,-1.35006380830337,0.17760255575437,0.220269773699593,-6.51407983184395
"DNTTIP2",-0.242372890154023,10.7744223923407,-1.34977487609711,0.177695184645335,0.220371698801147,-6.51446786339057
"CCZ1",-0.273276323468616,7.8677620138903,-1.34948070970092,0.177789528626401,0.22047573879161,-6.51486283966879
"HAX1P1",0.217362470543382,1.25610326242648,1.34935341278868,0.177830366424116,0.220513417750296,-6.51503373433072
"STXBP6",-0.263180231616788,9.72151472402465,-1.34929680228249,0.177848529746093,0.220522977102286,-6.51510972815229
"HAS2-AS1",-0.434901762980338,4.77950501175965,-1.34909821643219,0.177912256411343,0.220589028198487,-6.51537628434342
"ACSL1",-0.284684521150021,10.3395765993441,-1.34870694231698,0.178037867079662,0.220731795473045,-6.5159013665872
"PAN3",0.260131640123607,10.6737484261729,1.34838586120681,0.178140993146364,0.22084667113896,-6.51633213823247
"INTS4P2",-0.266361070750029,1.78955643261762,-1.34827694939824,0.178175983986372,0.220877069006143,-6.5164782343178
"PMEL",-0.228939377770621,6.95735247026617,-1.34821002533859,0.178197487680473,0.220890744851143,-6.51656800153714
"LYSMD2",-0.23470254650814,8.29514592878451,-1.34817621540744,0.17820835204992,0.220891231527853,-6.51661335011515
"SMARCC1",0.213221715200115,12.5384524031808,1.34720199399821,0.178521617498651,0.221266525619398,-6.51791956864415
"ABHD12",-0.206710352453396,11.6795405122423,-1.3470809298676,0.178560574924366,0.221301807723535,-6.51808182376714
"SNRNP70",0.188308304694726,12.4752300400895,1.34661731206833,0.178709821924021,0.221473766739046,-6.51870304952617
"PRELID3B",-0.237139586136113,12.5426473173592,-1.34648893758605,0.178751164453912,0.221511988191212,-6.51887502768395
"DNASE1",0.259557522148555,9.47072911711761,1.34590060730954,0.178940725347307,0.221733869498684,-6.51966298197758
"HPS3",-0.221677876836369,9.75607318161391,-1.34573517537014,0.178994054767425,0.221786923828951,-6.51988448439101
"RCAN3",-0.21368627015328,9.69087231667597,-1.34559142200452,0.179040405406632,0.221831325206902,-6.52007693867913
"VDAC1",-0.212685395731448,13.5261261097554,-1.34508338312592,0.179204284966231,0.222021331321372,-6.52075692798881
"KRT18P17",0.260136296190686,3.08339951697845,1.34492850431508,0.179254266913212,0.222070212384289,-6.5209641762515
"POGLUT1",-0.21936319211018,9.33080146915514,-1.34448705322538,0.179396787508684,0.22223372302726,-6.52155476598367
"ISCA1P4",-0.22975296321393,1.35539935381591,-1.34303279339581,0.17986688673715,0.222802989537462,-6.52349896748111
"MIR4733HG",-0.25417687342233,3.16018235940865,-1.34284864757334,0.179926478542151,0.222863719223026,-6.52374500321879
"BCLAF1P2",-0.243062333075512,1.96731787522563,-1.34235832875885,0.180085223367619,0.223047249234722,-6.5243999508749
"GCAWKR",-0.350567934128576,2.20290070437252,-1.3422826573353,0.18010973191948,0.223064507110704,-6.52450100848962
"SNORA5C",0.290347118420765,3.76859752762826,1.34184237925973,0.180252379018993,0.223228068045949,-6.52508887852381
"DESI2",-0.214444281239352,10.9325108444284,-1.34147805452117,0.180370481391368,0.223361214891952,-6.52557518903035
"ZNF620",-0.216956109379466,7.06653526065443,-1.34142336385647,0.180388215323074,0.223370062461105,-6.52564818028936
"CDH26",-0.373918073672334,3.78290211456745,-1.34137073300151,0.180405282569796,0.223378083501249,-6.52571841969517
"SCNM1",-0.192415487353607,9.44538895874607,-1.34090432785007,0.18055658200775,0.223552300338761,-6.52634074908776
"CDK2AP1",-0.196543296346221,10.6936896072741,-1.34078308003397,0.180595929653038,0.223587894124967,-6.52650249615719
"ABCA15P",0.266509364747063,3.67636155604615,1.34013478999709,0.180806422745706,0.223835358964606,-6.52736708194144
"GRK3",-0.267970925387358,8.79066689620025,-1.34002305816409,0.180842719372337,0.223867155072775,-6.52751605008623
"SERINC3",-0.222058485267748,12.7912638198631,-1.33980444104476,0.180913753897336,0.22394194734525,-6.52780748897465
"ZNF782",-0.271016875865893,6.84513718461665,-1.33947119525706,0.181022074304222,0.224062882019321,-6.5282516487212
"COPS5",-0.210732101427269,11.0973112289139,-1.33896030317134,0.181188231795005,0.224255387049454,-6.52893236765095
"LPAR2",0.191340026466575,9.54266256060447,1.33810763024005,0.181465799569948,0.224585753117137,-6.53006790533952
"REN",0.473604811432666,4.41535438316612,1.33788225716531,0.18153921737184,0.224663435097776,-6.53036792341997
"BET1",-0.245410515287505,9.35281993824698,-1.33779635972908,0.181567205241284,0.2246848895553,-6.53048225743092
"LBHD1",-0.276753952389513,6.41879339680911,-1.33740233419127,0.181695631313801,0.224830623976848,-6.53100663276892
"PRDM15",-0.203449831901032,8.37969969481112,-1.33693619112048,0.181847650175188,0.225005533364348,-6.53162678519968
"TRAPPC2",-0.199833411130383,9.10469615517955,-1.33619833968896,0.182088472166269,0.225290294555415,-6.53260797712691
"AMMECR1",0.238050687668796,9.70244622180993,1.33610420188658,0.182119214180761,0.22531511459994,-6.53273312251986
"RUBCNL",0.425203175584713,10.7836500443392,1.33587103245691,0.182195375540735,0.225396120559278,-6.53304305679174
"ACTN1-DT",0.225311688071274,1.60148086663112,1.33577592201475,0.182226448768048,0.225421341210017,-6.53316946439889
"FBXO21",-0.183861568744009,10.8280884693552,-1.33518532166135,0.182419490159292,0.225646908193286,-6.53395420843042
"RPL21P51",0.249198694383956,2.10100551271193,1.33470568900202,0.182576372948561,0.225827724344843,-6.53459125362879
"TULP1",-0.260144444228355,1.77621429894893,-1.33441199260987,0.182672487458762,0.225933359745243,-6.53498122721373
"GPN3",0.192526129854118,9.31419519436176,1.33395953280977,0.182820632191555,0.22610333111214,-6.53558184199112
"ADAM9",-0.265280964582882,12.1425111029263,-1.33385400901274,0.18285519571531,0.226132819277643,-6.53572188977518
"PHB1P21",0.246600167874074,1.62472054645814,1.3330993512373,0.183102519789614,0.226425404645452,-6.53672312661538
"TTC9C",-0.182322221414626,9.3581835781501,-1.33113822395094,0.183746402769782,0.227208313501717,-6.53932240744775
"SNORA2A",0.262301729610355,1.83142365026236,1.33069417858917,0.183892426287246,0.227375547485531,-6.53991041822151
"RTEL1",0.274411526358682,5.46522965263312,1.33044310906459,0.18397502818487,0.227464348193638,-6.54024280161463
"RAB3IP",-0.233898483039431,10.048295415212,-1.33029479430352,0.184023836701553,0.22751135924174,-6.5404391218057
"CEACAM4",-0.303315712970948,3.10726178965543,-1.33001742353637,0.184115141730537,0.227610900759769,-6.54080621157469
"NR1D1",0.246721790189275,9.62190645151531,1.32986067495343,0.18416675517266,0.227661365073376,-6.54101362880911
"CCDC59",0.226164777312576,9.74474284628529,1.32960947222608,0.184249492440558,0.227750295548851,-6.54134598166929
"TRD-AS1",-0.346237269388595,2.59303479281997,-1.32832199594085,0.184673974728494,0.228261620937704,-6.54304839390965
"NOL7",-0.200623940535056,10.8267167535606,-1.327987614923,0.184784339156018,0.228384651676161,-6.54349027344165
"RBBP4P1",-0.232617171440233,3.66173001464159,-1.32786573256009,0.184824579319988,0.228421002822582,-6.5436513116962
"CRYBA4",-0.292747310299883,2.2249818675509,-1.32758793012688,0.184916321697591,0.228520996536938,-6.54401830600569
"RPL7AP39",0.261597191012614,2.99125062706526,1.32750013169382,0.184945323564201,0.228543447877168,-6.54413427734471
"SESTD1",-0.242942603609592,9.8013601609603,-1.32655214983218,0.18525867905142,0.228917261783765,-6.54538596412219
"SLC8A1-AS1",-0.260632190746199,1.36859799207642,-1.32634969161732,0.185325652645815,0.228986604786248,-6.54565316880512
"ALG1L6P",-0.314586900840328,4.61579959696755,-1.32577831585511,0.185514761797246,0.229206840353254,-6.54640705304113
"RPL37AP1",0.304509999547538,4.41128671845512,1.3257200599342,0.185534050890345,0.229217246660474,-6.54648389890992
"HSDL1",-0.208164933021255,9.31412990952948,-1.32472401107257,0.185864082391796,0.229611534639681,-6.54779727643798
"SNRPA1P1",0.237448775518569,1.97508449179217,1.32429517020351,0.186006308793533,0.229773780609673,-6.54836243875068
"NSMAF",-0.19116834161883,10.4423146947451,-1.32358964298035,0.18624047463232,0.230049573806533,-6.54929184606183
"RARG",0.24773752564346,10.0671011559588,1.32303540454925,0.186424580632022,0.230263502977625,-6.55002161221082
"VASN",-0.245460634184765,8.34169444326687,-1.32295903484021,0.186449959564688,0.23028136583275,-6.55012214447017
"PARK7",-0.184745364159488,12.427070968652,-1.32276585306742,0.186514168531869,0.230347182143516,-6.55037642114136
"GEMIN7",-0.179363881576958,8.9750860760341,-1.32254661019098,0.186587059432239,0.230419743411721,-6.55066495622516
"OR2A13P",-0.254639414545058,1.41459447239281,-1.32252342493942,0.186594768984498,0.230419743411721,-6.55069546645108
"HMGB1P10",-0.530074508400546,5.15614922655479,-1.32226575452369,0.186680465356648,0.230512072600429,-6.55103450757058
"IRF2BP2",0.190842136312867,12.8040434690522,1.32216717920005,0.186713257381063,0.230539068789285,-6.55116419501474
"TTC8",-0.193376343445141,8.87648384596052,-1.32192045906047,0.186795349904604,0.230626930692872,-6.55148874231765
"PPP1R26-AS1",-0.256355965071855,7.13341809723933,-1.32160831621186,0.186899249193919,0.23073765567758,-6.55189926355178
"LAT",-0.282391037384161,3.88148034218964,-1.32158531133834,0.186906908247028,0.23073765567758,-6.55192951508601
"AMMECR1L",-0.199596852547382,10.2193067961961,-1.32084047356345,0.187155014055245,0.231030422898019,-6.55290869826659
"BTF3P4",-0.235499560728748,1.32097269456182,-1.32057229161407,0.187244405287208,0.231127244726337,-6.55326112303526
"DHX35-DT",0.24173009973454,1.46290562195908,1.31979841077666,0.187502534900761,0.23141596110143,-6.55427770123816
"RPL22P1",-0.244101022983856,5.35073382269751,-1.31979800859267,0.187502669118561,0.23141596110143,-6.55427822939751
"LINC00662",-0.25718831472926,7.38895352585223,-1.31977239588668,0.187511216798409,0.23141596110143,-6.55431186439674
"BDNF",0.283866098955106,4.35763728987522,1.31911502194863,0.187730699700584,0.231673280259996,-6.55517491613193
"PIGX",-0.220383783919685,9.68593053728837,-1.31900158272299,0.187768593831556,0.231706488726035,-6.55532380478596
"RFX7",-0.245797668456808,9.28686493906756,-1.3189089865979,0.187799529566453,0.231731107146813,-6.55544532750518
"PREB",0.169553662856893,11.5238325438734,1.31881990492644,0.187829294706993,0.231754278342846,-6.55556222987582
"LINC01558",0.370095773516521,5.93841971539694,1.31800666204175,0.188101187598706,0.232076180102188,-6.55662909045878
"TMEM43",-0.209271292390843,11.4325510224805,-1.31793105548836,0.188126480058443,0.232093810407814,-6.55672824244733
"LNCATV",-0.245100661643921,4.92632220022607,-1.31728225192415,0.188343626066356,0.232348116746226,-6.55757886456174
"DEF6",-0.219333641885884,9.51363784721018,-1.31720091326216,0.18837086212196,0.232368126643312,-6.55768547529968
"MLC1",-0.312821076018469,3.07245288760922,-1.31683720078062,0.188492686022102,0.2325039854572,-6.55816211395833
"ANK1",-0.308885594684206,5.32045680238081,-1.3168062916405,0.188503041589506,0.2325039854572,-6.55820261380333
"TIMM29",-0.14547547377768,9.1044310189968,-1.31662825411623,0.188562698145987,0.232563968583959,-6.55843587567976
"RPL17P16",-0.24339261152682,2.31176623143979,-1.31649734050509,0.188606573399561,0.232604481951026,-6.5586073765856
"WFDC13",0.293918774133877,1.63146856340152,1.31581498616289,0.188835384417135,0.232873054597781,-6.55950100782484
"SPRY1",-0.208906817047479,10.0692918421963,-1.31571237981899,0.188869808720698,0.232901890866035,-6.55963534430369
"NDUFA4",-0.207683186617682,12.4097984042527,-1.31513180611787,0.189064677919681,0.233128562345108,-6.56039525948272
"RPL29P6",0.237400787866018,1.57136371201656,1.3148850938629,0.18914753173031,0.233217093425249,-6.56071808126744
"WARS2-AS1",-0.240009147661874,7.35880068368731,-1.31452603465789,0.189268163177823,0.233352190897948,-6.56118780101786
"DBIL5P",-0.244106286954791,2.96096422558461,-1.31445522449226,0.189291959652142,0.233367889941687,-6.56128041954025
"ZCCHC9",-0.223679054803291,9.40869288941336,-1.31433383114466,0.189332760263982,0.233404549413152,-6.56143918849719
"ARID5B",-0.243632810035042,10.6081271815893,-1.31425826512788,0.189358161476648,0.233422221726766,-6.56153801306353
"CHP1P2",-0.269179065371755,5.82164838561777,-1.3141749613264,0.189386166633844,0.233443101675586,-6.56164695049682
"SLCO3A1",-0.271953190225075,9.17530131277637,-1.31362448699274,0.189571302625712,0.233657652073552,-6.56236664035049
"MSANTD2",-0.229467411553514,8.00613231120159,-1.31346788131981,0.189623996810331,0.23370894471032,-6.56257133181021
"NAF1",-0.212612876541352,8.57986817329539,-1.31315282595193,0.189730038444315,0.233825977503177,-6.56298305153357
"EI24P2",0.308610131467922,1.65722475607441,1.31281719373344,0.189843054057679,0.23395159095009,-6.56342155352479
"SLC16A6",-0.305267838920658,5.0869396993856,-1.31266085427793,0.189895714372258,0.23400281568924,-6.56362577231869
"LINC01556",0.332472653949649,2.22099966717824,1.31260319465092,0.189915138771451,0.234013081210642,-6.56370108424966
"H3C4",-0.273891575003221,4.18973151315039,-1.31254324077118,0.189935337616312,0.234024299747576,-6.56377938932694
"PDCD2",0.177435790303099,11.0531270303779,1.31242395441111,0.189975530673442,0.234060150927258,-6.56393517731411
"MYL6P3",0.333129313016515,1.73690776924671,1.31218284521728,0.190056790629809,0.234146591609928,-6.56425002298643
"TROAP-AS1",-0.242382916135669,1.55950712639661,-1.31213446905457,0.190073097724742,0.234153006097396,-6.56431318672066
"MANF",0.192432383253713,11.3578967536031,1.31137772539871,0.19032832261202,0.23445372793611,-6.56530094987764
